Manufacturer,ProductName,review_rating,verified_purchase,review_date,review_title,review_text
Anker,Soundcore Liberty 2 Pro,5,0,2019-10-20,Anker Soundcore Liberty 2 Pro,These earbuds work great and sound amazing. The bass and highs are clear with no distortion. The set came with tons of accessories and the buds were very easy to connect with bluetooth. Music sounds awesome and I am very happy I got them. I love the carrying case they came with and the battery lasts a really long time. I definitely recommend the Anker Soundcore Liberty 2 Pro wireless earbuds.
Anker,Soundcore Liberty 2 Pro,4,1,2019-10-20,A headset with great potential squandered by its overpowering bass.,"Introduction
I do my best to keep my expectations in check when judging the sound coming out of these buds. I paid ~$160 and for that price and lower, I could get me a good pair of headphones from companies that focus purely on audiophile products like Sennheiser or HIFIMAN that will sound much more accurate and be overall much, much more enjoyable. However, these are in-ears, that are bluetooth. This is going to clearly not going to give you the true audiophile, reference-quality experience that over-ears can provide you. So if that's what you're seeking, Anker has not yet achieved that in this form factor. Sound
The whole ""10 grammy guys approved these"" could be misleading. You might expect (and I certainly had hopes) that behind all the PR jargon of being so studio quality that they would at least sound as neutral as possible. The description says the drivers in these things provide ""stunning power,"" and honestly, yeah they're pretty dang powerful when it comes to the low-end. Ear rattling at high volumes, and still too overpowering at lower volumes. The bass itself doesn't fall victim to distorting, but I find it too forward and wide, and a tad too much of the details in the mids and highs become lost in songs with heavy bass. It does have a benefit of making songs with lower levels of bass exciting to listen to though. You could also find these enjoyable if you happen to be a basshead and you need wireless buds. Not off to a good start there, but there's actually a lot potential in these if Anker actually tries to grab the growing mobile audiophile market by the taint. Again, these are truly wireless in-ears so I'm not expecting much. Definitely on the bright side (hehe), these things got some pretty smooth highs and I think the mids are just... nice. Not too forward nor recessed for my tastes, and it's got a good amount of detail to it. Soundstage is the one thing that really impressed me on these buds. There's surprisingly a good amount of width for this form factor. Same opinion on the imaging as well, since it wasn't hard to tell the positioning of the instruments and different sounds in songs I've listened to. I mainly used these for music rather than calls, but as someone who doesn't call a lot, it's still noticeable that my calls were clear and any outside noise is reduced acceptably. By now, you can get a sense that these buds are not too shabby in the audio department. Maybe too pricy, but not too shabby. Depending on your ears, you could find these to be a lot of fun to listen to. I certainly never thought I hated the sound coming out of these. Comfort
My ears usually hates the fit of in-ears. These fit fine out of the box. There are a good amount of sizes for the tips and wings so I'm sure you'll most likely get them deep in there with the proper size. I usually bust a move when the music is playing and they don't fall out. I keep them in for probably an hour max each time for whatever activities I use them for, and they have yet to cause any pain. They protrude out of your ears in a not-so-attractive way though. Looking at myself in the mirror, they look like earplugs that aren't completely in my ear. At least they're smaller than I expected! Practicality
The earbuds hold a good charge and so does the case itself. I'm actually really thankful the case is compatible with wireless charging since it doesn't seem to be a common feature with earbud cases at the moment, even with the more expensive alternatives. It's a surprisingly nice quality-of-life feature that saves me the hassle of reaching for a cable. Packaging
I feel like they could ship me these buds in broken glass and toilet paper and I wouldn't care. But if you're on the search to add another one to your ever growing packaging collection, I like the material of the outer packaging. The box is colorful, has a good weight, and it's bigger than it needs to be,
Conclusion
For my total paid of $161.61, they're not bad. If you're looking for something that just sounds casually good and you're on the move, these will 99% get the job done with satisfaction for you. They sound substantially better than Airpods and they're not far off in price. Held a better connection for me in comparison as well. If you want something closer to the dream of reference grade wireless buds or you're trying to find a compact option to mix songs on the go, these aren't going to be it. Although I might be spoiled by headphones, these in-ears got me thinking that there's enough soundstage and imaging for bluetooth earbuds to eventually become a acceptable replacement for them. If Anker put some more time tuning the sound on these, they could dominate. But, I could probably say that with any of the numerous companies jumping on this TWS headset market right now. Until then, wait for a sale."
Anker,Soundcore Liberty 2 Pro,5,0,2019-10-20,The best sounding earbuds that I have ever had.,"I'm a fan of soundcore products and when I found out they were coming out with these ""in studio"" earphones, I had to jump on them as soon as they came out. I already own the Q20 over the ear headphones and the Liberty Neo earbuds as well as some other brands of bluetooth headphones from other makers so my review is based off of comparing to those. I'm an audiophile in the sense that I love great sounding music and I love hearing all the things in the background of the music like vocals, instruments, & effects and hearing these things makes me excited while listening to music. With that being said, I have to tell you that these are the best sounding headphones that I have ever had! You don't even need to have the volume on high to enjoy the sound quality of your songs. If you listen to streaming music then you might not notice any difference but if you listen to downloaded music to your phone or good quality mp3's then you will definitely notice how great they sound. I spent all day re-discovering some of my favorite albums and really enjoying them. You get engulfed in the sound. Cosmetically, I don't care for the way they look. They could have made them look better and not so akward looking. They are really comfortable though and don't hurt my ears like the Liberty Neo. They did take a few minutes to learn how to put them in my ears correctly. I didnt know you had to put them in your ears first and then twist them upward to ""lock"" them in place. That's a little weird but they work. The Souncore app allows you to reprogram the buttons so if you want to change one of them to control the volume, you can. I havn't had time to mess with the app much though but apparently you can set up the HearID so that you can custom the sound by your ears, making it sound even better. Overall, these headphones are great and if you are a music lover and love all aspects of a song and audio, these headphones are for you."
Anker,Soundcore Liberty 2 Pro,4,1,2019-10-20,Excellent with a couple of caveats,"I'm a very experienced in-ear headphone buyer/user, and I decided to give the Soundcore LP2 a go. I am not a purist re equalizer my gear, so after messing with the EQ on my iPhone 8+ (Kaiser Audio) I found the perfect settings for these buds. I also use Comply foam tips, and that's the only downside to these phones. The included ""wings"" hurt my ears where they rested after about 30 minutes. I removed them completely and the phones stay in place, but feel a bit, well, loose. I would not use them for exercise, but for walking, commuting etc., they are fine. Good at keeping ambient sound out. Bottom line, they are a very nice set of BT phones, maybe a bit more expensive than I would like, say they should be at $129 price point. I also have the Cambridge Audio Melomania 1 BT phones, and I like them equally. Anyway, the LP2 are a very nice BT phone. I have owned Senn TWS and a couple other pair of $200+ BT in-ears and the LP2s equal them at a minimum."
Anker,Soundcore Liberty 2 Pro,5,0,2019-10-21,The sound of music,"Good:
-Holds a charge for a long time-up to 3 days plus for me. -Cool case-magnet will grab and charge the earbuds. -It took 3 times to find the fit for me but now the fit is perfect. -Sound quality is excellent. -Microphone works great. Receiving calls assume I am talking on the phone. Bad:
-Rare glitches with my iphone. I like these because of the comfort, sound quality and the fantastic charging. I use them all the time. This is an excellent set of earbuds."
Anker,Soundcore Liberty 2 Pro,5,1,2019-10-22,"Well worth the money. Sound great, fit great, best earbuds I own.","These sound great, fit great, and come packed with features. 32 hours battery life with the case, 8 hours on the earbuds alone, wireless charging capability, USB type-c, and the best bass I've experienced with earbuds. I use Sony's 1000XM3 over the ear headphones on a regular basis, but these are quickly becoming my traveling headphones. I use them everywhere- the office, the gym, going to bed, on a jog, etc. They stay in my ear well and come with an assortment of earbud sizes to make sure they give each person the sound isolation they need. Also these are $100 cheaper than the Powerbeats Pro and beat the Beats in every single facet. I can't recommend these enough."
Anker,Soundcore Liberty 2 Pro,5,0,2019-10-22,"Love them, much better than Liberty+, retired my Airpods","I was one of the disappointed Kickstarter backers for the original Liberty+. I'm not going to get into details; suffice to say here that they simply were not very good. I paid a bunch of money for them, and within weeks I'd given them away. They were so sketchy it made me a suspicious of the Anker brand. I think that the Liberty 2 is SO MUCH BETTER than the previous generation, and my Apple Airpods, for several reasons:
1. The Liberty 2 comes with lots of different choices in silicone tips. The medium didn't work for me, but one of the large sizes fits perfectly. And best of all, unlike the original Liberty+, none of the tips stop you from using the storage case. 2. Everyone knows that regular Airpods have zero sound isolation. Ordinary sounds - background noise on my commuter train, street noise in Chicago, etc. - forced me to surf a volume ranging from 75-90% ALL THE TIME just to hear quiet music passages and to understand audiobook dialog. The silicone tips on the Liberty 2 have a better seal and passively block nuisance sounds. I can use the Liberty 2 at only 25-50% volume and still enjoy better sound than the Airpods. 3. Comfortable fit. They don't cause discomfort even after long listening sessions, and they don't fall out. 4. The custom equalizer feature is dynamite. Turns out that after rock concerts and other abuse, my 50 year old ears don't have perfectly equal response to all sonic frequencies anymore. The app ran a short hearing test for both ears and set a persistent equalizer setting to counteract it. I didn't even consciously notice this issue until I ran the test, but afterwards the improvement was noticeable and very welcome. 5. Reliability on a par with the Airpods. I take the Liberty 2 buds out of the case, and BANG they're connected by bluetooth to each other and my phone. Every time. No dropouts, no weird sounds or signals. Long battery life for the buds, huge battery life . 6. Great material and feel. The earbuds are easy to pull out and insert. The case has a rounded but not glossy river-rock feel that's easy on the hand. The case door slides open and closed with a satisfying ""click"" sound that's reminiscent of the excellent Airpods case. Unreservedly recommended."
Anker,Soundcore Liberty 2 Pro,5,0,2019-10-23,Pump Up the Volume!,"Wow! I have never used a pair of in ear headphones and these are a game changer! In the past I have occasionally used the wired headphones that came with my cell. But they are a bit awkward so I rarely bother. Then I got the chance to try the Anker Liberty 2 Pro headphones. How do you say work out game changer? I tucked these puppies in my ear and it was love at first note! Free of the wire I am dancing up a storm,
strutting to the music while I do chores and walking faster and longer! And I can put them in anytime and anywhere without disturbing anyone. The sound is crisp and clear. There is also an app you can use to select the way you like your music to sound. And accessories to choose from to customize the fit. The case is sleek and compact. The one drawback was set up was a little unclear and I had to go online to use the manual. Overall, I love the earphones and they have me moving and grooving. And that’s a good thing!"
Anker,Soundcore Liberty 2 Pro,3,1,2019-10-23,Hurts with extended use,"I want to start off by saying that these sound pretty great. The app is required to alter preset EQ's and I found it lacking, but after chosing the flat curve I was able to uninstall the app completely. Comfort-wise is a mixed bag. There are many different options for tips and wings and they seem like good quality. Unfortunately, I found these to become fairly painful in the ear after maybe an hour or two. There is relatively a lot of weight hanging out your ear, putting pressure inside you canal where it grips. These would probably have been better off including some sort of over ear clip. Looking forward to what Anker does with this technology in the future!"
Anker,Soundcore Liberty 2 Pro,4,0,2019-10-25,Great sounding wireless ear buds that fit well,"The Good:
-Excellent sound (lows and highs and good bass)
-Nice fit since it comes with so many ear adapters
-Easy to use and pair
-Long lasting battery
-Charging case
-iOS app is well baked out
The Bad:
-Microphone for some reason doesn’t that great to other parties
The Bottom Line:
I really like these Anker wireless earbuds for their comfort and sound quality. The sound is excellent for all ranges of music. It comes with many ear attachments so you should be able to find one that fits. The battery life is very good and you can charge with the case. The only downside that I see is that when I make calls, some people think I sound monotone. I don’t know if it’s the noise reduction technology or what. Overall, I would still recommend these wireless earbuds as they are one of the best sounding ones I have tried. *If you found my review helpful, please let Amazon know by clicking the helpful button below! **Disclosure: I received a sample product from the Amazon Vine program for an honest and unbiased review."
Anker,Soundcore Liberty 2 Pro,4,1,2019-10-26,Big bass,The sound quality is very comparable to the Sony wf-1000xm3 but with much more bass available thanks to the extra drivers.
Anker,Soundcore Liberty 2 Pro,5,1,2019-10-28,Very to set up for beginners. Great sound for non-audiophile.,"Very easy to set up and get going! I'm new to the true wireless headphones, but I know Anker/Soundcore has some quality products so I got these. It took me about 30 seconds to pair with my phone and I was very pleased with the sounds, and especially the bass. I've use it mainly during work and it fits my ear pretty well, but I haven't tried it while running or exercising. I've been wearing this for 2 hours at a time without any discomfort so I can see myself wearing them for even longer. I don't know the exact specs of the battery, but it easily lasts me a few days without recharging. Overall, this is a great product and I'm glad I bought this."
Anker,Soundcore Liberty 2 Pro,3,1,2019-11-02,I really wannted to like these,"The title speaks for itself. These earbuds are good but have two major issues that cannot be avoided
1. The random static after you pause a video or movie gets annoying. You can even hear it sometimes while resuming media
2. The battery on the left side of the ear buds is apparently where its all at. The right side of the ear buds will deplete at the same time the left still has at least 30%-40% of charge left. Originally i thought it was a defective pair the first time so i returned ans replaced it. The same issue with the second pair. The static i hope will be removed overtime with software updates. The battery needs imo quality control fixes. So far the only pair of wireless ear buds that seems to come close to my expectations and is the galaxy buds from samsung."
Anker,Soundcore Liberty 2 Pro,5,1,2019-11-03,Close to the top,"I bought this set because I needed a set that was better for being heard in phone calls while having good sound when listening to music. The microphone is adequate, but not great and found these to be a very good pair, the sound is more than decent; though the personalized equalizer is worthless, the sound is richer and broader without it. The battery life appears good I have not used them long enough to have a definitive assessment. The buttons work very ell and are easy to use; the volume has to be controlled through the device. The ear piece is comfortable and snug, though I had to use the larger tips, when I usually use the medium. The noise reduction is a little better than that from regular buds. The set can connect through a proprietary device app, which has the additional features. There is no indication that the set is water resistant. I have had a set of TOZO buds that are excellent in sound, are water resistant, but not very good for phonecalls, and are very inexpensive, comparatively."
Anker,Soundcore Liberty 2 Pro,1,1,2019-11-03,"Buggy headphones, do not buy.","Do not recommend these headphones at all. The sound is pretty good, but they simply do not work well. I use these for work, and voice calls on my laptop randomly will break and turn into static so my only option is to not use them for that. After a couple weeks of using them paired with my phone they randomly stopped connecting to both headphones at the same time. I could either play music out of the left headphone or the right one but not both. I had reset them and nothing seemed to fix it. Something is off with these headphones, so if you’re going to buy these expect to have similar problems."
Anker,Soundcore Liberty 2 Pro,3,0,2019-11-04,Original pair defective,Waiting for new pair original defective
Anker,Soundcore Liberty 2 Pro,4,0,2019-11-04,Raining on Sony's parade,"I have this and Sony's WF-1000XM3. As the first wireless ANC headphones, the Sony's sets a high bar. The Sony's aren't really for exercise as it doesn't have an IPX rating and only use the tips for retention. This is why I wanted to use other earphones. Sony's sport version doesn't doesn't get a lot of reviewer's love. Sony's silicon tips don't isolate sound very well, I'd use the included foam ones. Sony's ANC has a lighter hiss than Soundcore. The first set of Soundcores actually had a heavy hiss and couldn't update the firmware. Anker quickly replaced them with a patched set. I don't expect a company to have zero flaws in production, but a willingness to correct a wrong. And they made it very easy. With Liberty's flat EQ, the bass has much more weight than the Sony's flat setting. For me a good flat setting is what I want in earphones I use with a phone, because I will use it for things other than music without messing with EQs. Liberty's flat for me is still more for music, than general use earphone. Sony's ANC has many options, which Soundcore really only has call noise suppression. Sony's will be better for work and travel with ANC, ANC settings and more volume levels. At well below $200 range the Liberty Pro 2 earphones and Amazon, which I have not tried, but read good things about really dampen Sony's high priced WF-1000XM3 reign as the only wireless in ears with ANC with more affordable options."
Anker,Soundcore Liberty 2 Pro,5,1,2019-11-04,My absolute favorite headphones!,"First off, I’m not a sound engineer or a music producer. And I’m certainly not one of the 10 Grammy winning artists that have supported these headphones. But what I am is a music and headphone lover. I’ve had many, many different types of headphones over the years and these, by far, blow every single pair of them away. They sound awesome, the noise cancelation is awesome, the battery life is awesome...even the app is awesome! I work in a very loud lumber mill and I’ve always struggled to find headphones that are loud enough, and have enough noise cancellation to drown out all the loud noises at work. The only ones that come close are the Bose QC 35’s. I’d go so far as to say, these are better than the Bose headphones. I also love bass. I like to feel my head rattle when the bass drops....these make my head rattle. But the highs are crystal clear as well. I don’t know how Anker did it, but they’ve won me over! Best $150 I’ve ever spent. Way. To. Go. Anker."
Anker,Soundcore Liberty 2 Pro,5,1,2019-11-04,You get more then what you expect. *Edit(12/18/19),"First off there is a try in the noise cancellation area. *Edit(something was mentioned about about gain being too high creating the static sound) But, this doesn't come with noise cancellation. But with loud enough background noise the static will come in loud and clear found that out a few days ago. The update has removed some of the noise is most situations. I notice it from time to time with out looking for it, is this a deal breaker for me no. *Edit ( so the static comes and goes with applications turning off and on and sat and nitpicked it, again not a deal breaker for me)
Where I work has metal shavings and dust, the charger and headset tend to attract this so I do have issues here and there charging but they usually go away with cleaning. I usually get about 8 and half hours off the headset, talking greatly kills the battery of the right side as its the primary side for talking if both headsets are in use. *Edit( After updates and what not my headset life sits right about 7~6.5 hours. This does include calls and listening to movies/music. These guys stay in my ear all day for the most part. Ok, those updates. It's a master and slave Bluetooth setup, your main linked earbud will loose power alot faster then the other earbud. It's freaky looking at it in the app, you got one fully charged earbud the other is 3/4 dead. The button isn't bad, can't really use it while moving might knock the ear bud out. After you program it to the way you want it's quiet useful or you can leave it alone. I mainly use my phone to control volume and songs playlist, so again something that's doesn't really bother me. *Edit( I find I only reach for the button to turn off music and advance the track on my right ear, if you decide to get used to placement it's not a bad fit)
That's it for the bad. The good. Bass is clear and crisp no distortion. Play with the equalizer from the soundcore app, it truly makes this headset come alive, it has been a joy to listen to these just as much as the powerbeat pros I had, just a lot cheaper
I have a weird combo with the ear wings and buds but I have found a set that work well without ear fatigue or hurting after 4 plus hours in my ear. You have go through alot of trial and error to get it right if you don't get the perfect fit right off the bat. Talking after the update, I was told I have become much clearer and it's easier to talk to people on my headset. *Edit(refer to paragraph above about battery, fit again, play with sizes, your ears are gonna hurt until you get the right size. Ok, sound. These are not the bad ass over the ear audiophile head phones you see people comparing it too. These have to be compared to other in ear earbuds, still these sound amazing. Bass is deep/clear, tremble/mids on point, highs ok, sometimes they can sneak in there. The app you are playing from has alot to do with what/how you hear. I use Amazon music and vlc. Amazon usually plays really good, until I have a app error and I own the worst headset every created, I think I mentioned the highs. The vlc works ok but unless I format my music proper, it's pretty flat. I decided to try out some complaints about sound from others and my only thoughts were everybody has different standards for listening.) Overall this has been a excellent headset and am I glad I made the jump before they came out. *Edit( these suckers are 109.99 right now, if your lucky and see a coupon on here you can get them even cheaper. I have since purchased 4 pairs of these headsets and and gifted 3 after a small learning curve this headset has been the headset of choice for my friends. Also they block alot of outside noise when fitted propperly. You can pretend to ignore your significant other with these in. But you have to show them how well they insulate noise to prove your point.)"
Anker,Soundcore Liberty 2 Pro,3,1,2019-11-04,Almost great,They are incredibly comfortable and sound great but white noise in background is too annoying. Returning unless they can be resolved via software update.
Anker,Soundcore Liberty 2 Pro,5,0,2019-11-05,After a Week of Use I Love These,"Tip: Experiment with the different wing tips and ear buds for the best seal and fit. Make sure the wing tip goes into the crevice of your ear (as shown in my photo). Otherwise the fit will be lose and you won't get the best out of these. Fit is important. Take the time to figure the best out for yourself. The only thing I don't like about these ear buds is there's no option for noise cancellation and there's no way to control the volume through the ear buds themselves unless you change the control of the phsyical button. Which would be for pause/skipping anyway. What I do love is the app, the equalizer is great. Soundcore Signature and Piano presents sound the best to me. After you figure out the right wing tip + ear bud combo for your ears you forget they're in your ears. The case is great. Very pocketable. The tips fall into place magnetically. Ear buds will automatically turn on and off when you place them in or take them out of the case. As long as you have bluetooth on your device they'll automatically pair. The bluetooth reception is awesome. I live in a duplex. Sat my phone on my kitchen table, went into the bathroom about 15 meters away through three or four different walls. Never had a skip. Other bluetooth devices I have struggle with this. Battery life is a solid 8 hours. If you can deal with 80% volume you can probably get 9 hours out of them. You can use the ear buds as a single bud as the other one charges. Phone calls are solid. Only struggles slightly in noisy situations like a restaurant with a lot of voices or something of that sort."
Anker,Soundcore Liberty 2 Pro,4,0,2019-11-05,thoughts on liberty pro 2,Received in exchange for a honest review. The sound is crisp and clear. They are easy to setup and the hearID is awesome to get them customized more to you. I love the options you have to put on the earphones to have them fit your ear. I connected them to my phone via the app and my kindle found them easily as well. Audiobooks sound great in these earphones. Next is mycomputer to use working online because I think the clear crispness of the sound will be better for work. I didn't hear anything when having these on but the music so worked great at cancelling things out around me. My only issue was I couldn't go far from the source not sure if it was because of the source and where it was but it didn't go a great distance before having a issue. Other than this they worked great. Good sound quality. Easy to setup and use and excellent battery life and noise cancellation.
