Manufacturer,ProductName,review_site,language_country,review_rating,verified_purchase,review_date,review_title,review_text,product_url
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,0,2019-08-03,The Best I've Used!,"Wow! I was impressed by these headphones. Not only do they have clear sound, but they are comfortable for longer listening times. They make listening to something easy even when the train in the valley is going by, or the trash trucks are at work. I don't usually use the noise cancellation since the headphones cancel a lot of noise anyway, but turning on the noise cancellation was astonishing! It cut out so much noise that I didn't know when the AC kicked on and wondered why I suddenly felt my chair vibrate just a little. I can completely understand why there are cautions about using the noise cancellation at times because you really can't hear much! I charged my headphones one week, and it is still fully charged a week later. Of course I don't listen all the time or for hours on end, but it's great that I don't have to charge them all the time. One thing I really like about these, besides the comfort and noise blocking, is the fact that they are wireless. I like to be able to get up and move away from my computer and still keep listening. I'm very glad I got these!",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,0,2019-08-04,Awesome sound quality!,"I am thoroughly impressed with these headphones. The sound quality is unbelievable! You can really hear the bass and other sounds that you wouldn’t even notice if you were listening to it in the car or some other way. The ear cups are very comfortable, no pain, even after wearing for a long time. I like the noise-cancelling effect, too. With these on, no one else stands a chance in trying to get my attention. I had an easy time syncing them to my phone. The travel case is a nice extra. And it’s really easy to fold them up and take them with you. I would say that these are perfect for taking to the gym, going for a walk, doing chores around the house, and any other time you want to take a little break from the world!",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,0,2019-08-04,Great set of headphones,"All I can say is WOW! The sound on these headphones are excellent and has plenty of bass. The noise canceling also works very well. When it's on, I can't hear my wife. ;-) It allows you to fully enjoy what you're listening to. As for comfort, I can't say you forget you're wearing the, but you won't mind having these on for an extended period of time. I didn't suffer the discomfort I felt with other brands after a while. I was able to use them all day, which also says something about the battery life. I highly recommend these headphones.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,0,2019-08-08,Great Product,"For the price i was hoping i would get Mid-rage head phones, i own pairs much more expensive than this. THESE ARE AMAZING! You can not hear a thing when you have them on. The sound quality is great and they're really comfortable! I would say the battery life is pretty normal.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,0,2019-08-08,Good price/value ratio. Very comfy. Wish it came with hard case.,"I have uploaded photos of the directions. Took about 3 to 3.5 hours to fully charge with a 5V power output brick over 5 trials. Stated charge time is 3 hours, so this is close. Uses micro USB to charge. They weigh about 260g or about 9.2 ounces without the cord. The bluetooth works about 25 to 30 feet direct line of sight away from my phone. This is pretty typical. It is Bluetooth V 5.0 The battery lasted between 19-23 hours when using bluetooth AND noise cancelling at the same time over 3 trials at a fairly high volume. (These are approximate, I check them every hour or so to see if still running) Bluetooth connecting is easy. The sound is good for listening to pretty much everything, general music, podcasts, videos. I used these to listen to opera with very subtle sound of a glass harmonica and they worked well. Some audiophiles say headphones work better after a burn in of 50 hours, so I left them playing that long while testing the battery endurance. I did not notice a difference. Then again I am not an audiophile. The claimed range of 16 to 22,000 Hz covers more than the normal range of human hearing. 20-20000hz Sensitivity (as in manual) is the range of perfect human hearing. I am old enough that I do not hear above 17,000 Hz, but I can vouch they do go that high (tested them on an online sound generator). Worked well on a plane flight to get rid of the constant monotonous hum of engine noise. These are one of the most comfortable headsets I have had. They work fine on a large head. They fit around even largish ears and stay on without pressing hard on your head. These would be four star headphones except that they are really a good value for the price, which bumps them to 5 stars. I would have liked a hard case, the bag does take up less space but does not provide the protection I like when traveling.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",4,0,2019-08-09,Good Quality Headphones,"I ordered the Anker Soundcore Life Q20 Headphones because I wanted some Bluetooth headphones. I tried ear buds that work well, but the ear buds don't fit my ears very well. These headphones are great. They have a long battery life [about 30 hours], they fit great, and they produce fantastic sound. They are so comfortable, that I wear them whenever I am working around the house. I wore them while vacuuming the house and they shut out most of the noise of the vacuum. They easily paired with my IPod and Android cell phone. I highly recommend these Anker Soundcore Headphones. They are very good Bluetooth headphones that are worth the price.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,0,2019-08-09,"Great range, fit me comfortably, long battery life","Okay, I think I found my new favorite headphones. These are a nice quality heavy pair of headphones. The joints were the headphones expand for fit are plastic, but the part inside is metal. There is a small book, and I emphasize book, to go along with these headphones, features, directions, trouble shooting, etcetera. Features I personally liked, I got Bluetooth range at over a hundred feet away from the source. Phone on one end of my yard me 100 feet away and I could still hear my music. I got 30 hours of playtime before I had to charge. I like that if need be I can convert these headphones to plug in headphones. The voice is the least annoying of my Bluetooth headphones. The sound is decent for music. The noise cancelling is not like sound deprivation but it feels like you are very far away from surrounding noise. The muff portions actually fit my little ears so well they are inside the muff cups. There are buttons on both sides of the earphones, which can make it easier to navigate if you remember where they are. Things that are not amazing for me, the muff style headphones tend to make voices muffled, like audiobooks and podcasts. There is too much bass or something and the spoken word is harder to hear. I love that this has directions on how to use each function - but it is a lot to remember. It takes a bit to figure it all out and then remember how to use it. (Like for a while instead of skipping the song, I just kept increasing the volume.)",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,0,2019-08-11,Great sound,I love these headphones as they help cancel noise out and I like to wear when I fly. They are comfortable and look great. I can’t wait to use again for my next few trips.,https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,1,2019-08-15,Great headphones!,"Good quality, great sound, easy to sync with device. My only complaint is that they are a little bulkier than I expected.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,1,2019-08-16,Great headphones,"Another great Soundcore product. Bought these to replace another brand’s that broke and they are so much better! The sound is great and the Bluetooth range is also good for headphones. I like the look better than most other pairs. They're chic and not flashy. Comes with the usual accessories, charging cable, aux cable, carry pouch",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,1,2019-08-16,I don't need a fancy Beats. thanks to Anker,"I am sure the sound from Beats is awesome but I don't feel like paying that extra money for the brand. this BT headset by Anker is a good alternative. I don't have the ear to be critical on sound quality (unless it is just really bad) but to me it works good enough for me. I use it to listen to music, play PUBG mobile and the sound is much nicer then the ear piece style headphone. I do wish it comes with a hard storage case (it comes with a PU storage pouch with a smaller velcro pouch within for charging cable). But with the price you pay I won't expect it. I can buy a hard case separately.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",4,0,2019-08-16,"Okay, Not Great","I have a number of Anker products at home. Their products are bargain priced and good. However, I was not particularly impressed with these headphones at the price. When I buy headphones, I want them well-made, comfortable, with good sound. I travel for a living. ANC is important to me. I normally use Bose QC35s. Granted, the cost is a lot more, but if you are in need of noise cancelling look somewhere else. These cans are relatively comfortable, but you don't want to wear them for 5+ hours on a plane. For the price, these are good if you want pretty good sound and noise cancelling.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,1,2019-08-17,Good sounding headphones at a great price.,"You can't get better headphones at this price. In fact I like them more than the Beats 2 they are replacing. The finishes aren't as nice but the Q20 seem to be durable nonetheless. They are comfortable to wear on long flights and look sleek in the matte black. Controls are well laid out and easy to use. Sound is clear even at high volume. Highs don't distort. Vocals come through clean. The bass hits but some songs definitely benefit from the Bassup feature. Noise cancelling is really good too, completely blocking out the gardeners next door as I'm writing this. If you know about Anker, you know they make high quality products at very fair prices. These headphones are exactly that. I'd recommend them to family, friends, and random internet people.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,1,2019-08-19,"Great for budget conscious buyers, better than expected sound for its price","I got these noise cancelling headphones mainly because i am on a budget. I wanted something friendly on the pocket that will be useful for both when i’m in the office and outside. I just got these today and i must say sound is great upon testing it the first couple of hours. The pads are comfortable and fit well in my ears. These headphones are worth it based on my initial impressions, i hope its durable enough for my daily commute, only time will tell, will update my review in the next few weeks of further testing",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,0,2019-08-20,long battery life and comfy,"These are really great headphones for the price. They do a great job with noise cancellation, they are comfortable, and the battery life is pretty amazing. I have had them for 3 weeks and only charged them twice. I use them daily. They quickly paired with my phone and have no issues connecting to any other devices.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,1,2019-08-20,Headphones that rock,"These headphones are amazing! The noise cancelling feature just blew me away. I enjoy wearing these at work where all of the phone conversations in the cubical maze can drive a person to distraction. Pop these babies on and it is only your music that you hear. The comfort level is also very high, although they seem a little heavy after several hours of wear. Anker, you haven't let me down yet!",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,1,2019-08-20,Quality product. As to be expected from Anker,"My first impressions are very good with these headphones. This is my first noise canceling set of headphones and I'm impressed. As to be expected the sound is very good. I'm finding the bass is plenty and possibly a bit too much. The sound is well balanced. For the money, I'd absolutely recommend these.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",4,1,2019-08-21,Not up to the same level as other Anker products,"Much as I like and use a lot of Anker products, these don't make the cut, and sadly for a lot of aesthetic and clunky design reasons that don't have much to do with their intended functionality. At their core, they provide good ANC, and pleasant - if a tad bassy - sound quality. That said, I'll outline the pros and cons I've observed in using them on the first day: pros: - as noted, nice sound quality, with some reinforcement in the mid-bass frequencies, but the bass is tight, and the mids and highs are mellow - almost inaudible difference to sound quality with noise cancellation enabled, and no notable hiss with ANC on - ANC is not 'make the world go away' levels, and lets some higher frequency sound through; this is great, as I am looking to cancel out midrange and bass sounds like an air conditioner, nearby dogs, and the wearing rumble of airplane engines during long flights - aside from the slightly too small earcups (for my tastes), they are comfortable to wear - neither too loose nor too tight - the various audible and voice prompts are pleasant and at a reasonable volume cons: - big problem: can't charge and listen at the same time - big problem: no ability to use as a phone headset in wired mode (these are headphones only when used with the cable, with no mic available) - the earcup material is too insulative, resulting in unpleasant warmth and sweating under fairly normal circumstances (74F / 45% RH, just sitting at computer doing work, so these would suck for truly warm, humid, and and/or strenuous activity) - when switching ANC on and off, the enhanced bass enables momentarily, which is just sloppy design, and rather jarring - they have stiff creaky hinges and pivots, which is emblematic of inexpensive plastic-on-plastic construction - they have a light but unpleasant chemical smell, which I suspect is from the earcup material, and it's not dissipating any too quickly - a general lack of build refinement - they're nice enough, but the point where the earcup cushions meet the body was wrinkled and unevenly finished All this said, I can't really recommend these, since I think refinement and solid build quality should be reasonable expectations at a $70 price point. If I could give them 3.5 stars, I would, but since their core functionality is great, I'll go with 4 stars instead of 3.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",3,1,2019-08-21,Almost great,"Good sound quality. Noise cancelation could be better. Bluetooth connection randomly drops. Frame creaks as I turn my head, smile, raise an eyebrow, etc... Will be returning because of those last 2 issues.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,1,2019-08-21,Anker soundcore life Q20,"The Anker Soundcore Life Q20 bluetooth headphones are not what I had expected from a $60 pair of headphones. The sound, the weight, the build quality, and the style are all something to appreciate from this pair of headphones. If you are looking for an expensive sounding pair of headphones for a small price look no further. I will go over all of the specs of the headphones in detail below. General Specs Lets start with what these headphones have to offer. The first item to note about these headphones is that they have bluetooth 5.0. This means their range is ridiculously far and they are low energy data transfer headphones. This is how this pair of headphones packs a 30 hour battery life with all the extras turned on. You can get up to 60 hours if you have a couple features turned off and don't need the volume very loud. They offer noise cancelation and a bass boost function. The padding around your ear is memory foam and my favorite part is that it actually goes around your ear and does not sit on it. They are light and have great sound. The bass is the most impressive part of these headphones. People that do not want bass may want to stay clear of these, but from my testing I really enjoyed the sound. They came with an auxilary cable, charging cable, and a carry pouch. Sound Lets talk about the sound features. The normal sound out of the box is great. if you are bass heavy and want more, they have a bass up feature that really hits. They offer noise canceling to drown out background noises. With bass up and noise canceling on, this is where you get up to 30 hours of battery life. If you don't use these features you can get yourself up to 60 hours of battery. I personally have not needed the noise canceling feature yet and I feel like the sound in normal mode is great. I have easily gotten 40 hours out of these headphones. Louder volumes will affect the battery life as well. If you are an audiofile you may have different opinions than me, but I think these sound as good as Beats or other $100 plus headphones. Build Quality These headphones are light and of course they adjust for different head sizes. They don't feel cheap, which I like. The memory foam cushion around the ears is comfortable. The thing I like the most is the fact that they are big enough to go around my ears instead of sitting on my ears like other headphones do. These are very comfortable well built headphones. Conclusion The Anker Soundcore Life Q20 are a great pair of headphones. In my personal opinion they provide the sound a more expensive option would provide. They are comfortable and have great battery life. I would suggest this pair of headphones to anyone looking for an affordable but expensive sounding pair of headphones.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Anker,Soundcore Life Q20,"Amazon              ","en-US     ",5,1,2019-08-23,Anker Soundcore on top for the price!,"You can not beat these for the price. I compared these to my friends Bose QC 35 noise cancelling headphones and these work better! The sounds quality at high volumes could be a little cleaner, but it works great for what I need. These are great for mowing the lawn and blocking the lawnmower noise from my zero turn. My other set of over the ear Anker headphones (Soundcore Vortex) need to be at basically full volume to hear the music while mowing. These do not need to be thanks to the hybrid active noise cancellation. I also really like the folding design of these. I wish they came with a better case though as I plan on taking them to Europe. A hard case would be better for a carry on plane ride to protect them. That is really my only big complaint. The bass up feature is neat and works pretty well if you are into that. The battery life is amazing on these as well. I have had them for a week with daily usage and no charges yet! Overall I am very satisfied with the Anker Soundcore Life Q20 headphones. If you are in the market for a good quality set of noise cancelling headphones you will not be disappointed with these.",https://www.amazon.com/product-reviews/B07NM3RSRQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
