Manufacturer,ProductName,review_site,language_country,review_rating,verified_purchase,review_date,review_title,review_text,product_url
Apple,AirPods Pro,"Amazon              ","en-US     ",2,0,2019-11-02,Way overpriced for quality and looks,Pre-ordered from Costco day they were available to. Was very excited until I actually received them. Sound quality is average at best and battery life leaves A LOT to be desired. As with most apple products they appear to be designed by a child but was willing to overlook that if functionality was on par with the price. It wasn't so returned 2 days later and bought the top of the line Sony version for about the same price and couldn't be happier! No more apple products for me and will be buying elsewhere from now on...,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,0,2019-11-02,AirPods Pro are the complete package,"I bought my AirPods Pro the day they came out and they live up to the hype and exceeded my expectations. The sealed tips not only improve the fit of the earbuds but they also help improve the sound and sound better than the AirPods 2. Are the AirPods the best at everything they do? Nope but when you add up the good noise cancellation, good transparency mode, good battery life, good sound, easy to connect, no lag watching videos, sweat resistant, and small carrying case that fits in my jeans coin pocket...they check every box and are the complete package. These have by far the best call quality of any earbuds on the market. No other earbuds can deliver the same user experience. I've tried earbuds from Samsung, Jabra, and JBL but they all have issues that the AirPods Pro don't have. The only negative so far is the price. I use mine everyday so I can justify the purchase and they are worth the upgrade.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,0,2019-11-02,good,I got them threw the apple website and it's worth the upgrade but it is annoying that there are no cases out yet,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-02,They fit in my Levi’s watchpocket!,Brief history: I’m old and I have had more headphones than some people are old. These are incredible and I have only been listening for about an hour. BTW THEY FIT IN THE WATCH POCKET OF MY LEVIS! DAY 5: Still love these AirPods! I wear them almost constantly to listen to music and answer the phone. Music is great for such small devices with some pretty nice Bass pressure with the noise cancelation on. The transparency mode is really nice and the complete noise cancelation is as good as can be expected without ear cups. I changed the ear tip to the large size and they stay in my ears much better.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-02,Pro,"So I will say I'm never wearing my bose 700's out in public (other than planes and other modes of transport that are too loud for the small in ear noise cancelation the Airpods pro have) there just too bulky and, but these new airpods are just so sleek and convenient, I'm an audio nerd if you want convenience these are probably the best buds to buy right now. Obviously sound could be better but for what you get I'd say it's worth every penny. Seif Afyouni.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-02,Great,"Fit great, sound great. Very premium build",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-02,WOW,"Wow! I never liked the original air pods. They always fell off. I’m so glad Apple came out with these and that I waited to splurge on headphones. The sound is beautiful, the fit is perfect. I literally just got these out the box and I fell in love! I have always been an Apple product lover. Well worth the wait!",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,0,2019-11-02,BUY THESE NOW,"I have NEVER been so impressed with a pair or wireless earbuds. The noise cancellation is absolutely magical, especially when you first turn it on. They’re comfortable, light weight, sounds is overall outstanding. Battery live is phenomenal. I have owned almost every pair of sub $300 ear buds on the market, and these surpass them all in every area.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,0,2019-11-02,Good but not enough of an improvement,"I have a pair of powerbeats pro, airpods, and now airpods pro. To be honest the airpods pro dont sound THAT much better than either of the two. All three products have such a similar sound signature that it just comes down to what you will be using them for. None of them stand out as “being better”. If you want improvement from airpods get Bose, Sennheiser, Sony, etc.
Get the airpods 2 if you dont care about noise cancelling, for example you will be using them in the office at work or at a library. Get the airpods pro if you will be using them in noisy environments such as the bus, walking, coffee shops, airplanes , etc because the noise cancelling is really good for earbuds. Get the powerbeats pro if you want workout earbuds. *Update*
On a last note, I ended up having to return the airpods pro due to a pressure feeling they would create on my head. Wore them for 2 weeks straight about 5 hours at a time, and everytime I would feel as if something was off, I would get a headache, and just plain felt sick. Apple supposedly put vents to relieve pressure but they’re useless as I never had this problem with my Sony xm3 which have much stronger ANC. If you ever tried the Bose QC35, it gives you the same feeling of cabin pressure.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",3,1,2019-11-02,Apple forgot to pack a few components,"Love Apple products but I’m tired of their games
With the iPhone 11 they introduced the new charging end (not the one that goes into the phone, the one that plugs into the cube then into the receptacle). The AirPods pro comes with the same cable but no cube. This means if you don’t have an iPhone product you can’t charge these period. And the charging wire it comes with is worthless unless you’ve already bought an iPhone 11
Apple charges a ridiculous premium for their products. They should back it with the proper hardware",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-02,LOVE THEM,"Sound isolation and water resistance are my favorite features! Was super blown away by how it silences a lot of the noise around me until transparency mode is active! If you want louder headphones than the previous, these are definitely NOT it.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",1,1,2019-11-03,Not worth it .,Not worth the money. New Features are not worth the difference from AirPods . WAit till they come in different colors,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",1,1,2019-11-03,Not a good seal/fit regardless of ear tip size,"Did not fit and kept falling out. I tried the small, medium, and large tips. None of them worked and didn't find anything special about these pods.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-03,Simply Amazing,Best earbuds I’ve ever purchased. For years I wanted wireless noice canceling earbuds after using the beats studios and Bose qc lines. Being an iPhone user I always saw the appeal of AirPods but never could use them due to them not fitting my ear correctly and always falling out. As soon as I saw the design of the AirPods pro I instantly came to amazon and ordered them. If you’re at all contemplating on ordering these I 100% recommend. The noice cancelling is slightly above average and the transparency mode is extremely useful on the go or whenever you need to hear your surroundings with your music. Amazing product definitely worth the steep 250 dollars,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-03,Finally a perfect fit,"As someone who can’t use standard AirPods because they hurt my ears, I’ve been thrilled so far with the AirPods Pro. The adjustable fit is great and they are very comfortable. Sound is incredible considering their small size (even smaller than the standard AirPods!). I’ve tried lots of competitors such as the Jabra Elite 65’s but these are smaller, better, and more seamless than anything I’ve tried. Very happy so far",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-04,Fantastic improvement over original,"If you can rationalize the steep pride tag these will deliver an extremely enjoyable and easy to use form of music listening. Can you get a better deal? probably, but can you get a more slick and fun experience? Probably not.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-04,Works wonders,"Enjoy immersive sound and optimal comfort with the Apple AirPods Pro with Wireless Charging Case, sweat- and water-resistant wireless Bluetooth earphones that use optical sensors and a motion accelerometer to detect when they're in your ears. The all-new, lightweight, in-ear design boasts a customizable fit while providing complete sonic performance. Use Active Noise Cancellation to keep you focused on enjoying your content, or switch to Transparency Mode to stay aware of what's going on in the environment around you. To ensure a rewarding listening experience, the AirPods Pro utilize Adaptive EQ to automatically sculpt the tonal output to suit your unique ear shape. Their custom high-excursion drivers and high dynamic range amplifiers deliver clear, detailed sound with bass down to 20 Hz, all while keeping distortion low and upholding extended battery life. The flexible silicone eartips come in three sizes and advanced algorithms allow the AirPods Pro to analyze the fit and let you know if the current eartip size is giving the ideal seal. Following a single-tap setup, these AirPods automatically turn on and maintain their connection to your iPhone, Apple Watch, iPad, or Mac computer; forget having to manually engage or disengage power. Enjoy music, answer calls, or communicate with Siri on your mobile device without having to pull out your iPhone. These AirPods automatically play audio as soon as you put them in your ears and pause when you take them out. A simple double-tap during music listening will skip forward. To adjust the volume, change the song, make a call, or even get directions, just say ""Hey Siri"" to activate your favorite personal assistant. Plus, when you're on a call or talking to Siri, an additional accelerometer works with dual beamforming microphones to filter out background noise and ensure that your voice is transmitted with clarity and consistency. Additionally, they deliver five hours of listening time on a single charge—or 4.5 hours of listening time in Active Noise Cancellation mode, and they're made to keep up with you thanks to a wireless charging case that holds multiple additional charges for more than 24 hours of listening time or over 18 hours of talk time. Just 5 minutes in the case gives you approximately one hour of listening time. Charge the case via a Lightning connector or take advantage of its compatibility with Qi mats (available separately) for true wireless charging.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-04,Awesome,Awesome,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-04,Needs more stars!,"I wish I could give more than five stars. I’m a very picky person when it comes to what sounds are flooding my ears and I tell you, I’ve owned Bose and thought those were the game changers. I was more than pleasantly surprised at how these sound and fit. I’ve never used any Apple products in my ears, especially with the price of Apple nowadays. These are hands down the best ear buds I’ve ever owned! They stay perfectly in place through some rigorous working out as well!",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-04,Worth the upgrade,"These are hands down better than the OG Airpods. The fit, the sound quality and the bass on these bad boys are no joke. Apple nailed ANC and transparency mode on these as well. If you're thinking about upgrading I definitely recommend it.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-04,Even better,"Doesn’t hurt your ear like the Powerbeats pro, and doesn’t fall off like the original AirPods. Sounds better more features .",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-04,Great upgrade,Great product. I upgraded from the AirPods 2 and these are definitely a welcome upgrade! Noise cancellation is pretty good!,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-05,Best earbuds on market,"Absolutely the best!! Good sound quality, ANC and transparency is too good. Worth every penny for all the features it provides. If it’s in your budget, just go for it without even thinking about it.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-05,Great features and function but still too expensive.,The bottom line with the AirPods Pro is that they are too expensive for the nice set of features that they include. Maybe I'm the outlier but they still don't feel secure in my ears and they just don't sound that good. The noise cancellation and transparency mode are great and I hope to see those features in all future versions. The ear tips are a nice change from the original airpods and I think the next version of the pros will really nail it but these are a pass for me.,https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",4,1,2019-11-05,Almost perfect,"For the size of it, please do not expect stunning sound quality. But functionally perfect as the previous versions. The noise cancellation is not bad. I used it in my office, most talk from others can be ignored. The only complaint is still the battery. Drain fast and two of them do not have equal amount of juice, which means one is always dead before the other and the noise cancellation function needs two pods to work.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-05,Pretty much perfect,"When I thought the old Airpods were already very good, Apple came out with something that's even significantly better. Pros:
- Fits: very well. The old Airpods fit my ear well, these new ones fit even better. My ears do not get hurt after hours of wearing. And these do not even come close to falling out when I run. - Noise cancellation and transparency mode: both work amazingly. - Waterproof. However these are only splash proof. Meaning rain/spills/sweat are ok, but no swimming yet. - Sound quality: very decent. But probably not too insane to satisfy audiophiles. - Build quality: superior, as expected from Apple. Especially when consider small details like the silicon eartips. They snap extremely well into the Airpods and are very, very hard to remove. - Sync: very well with iPhone and Mac, as expected from Apple. Have not tested with Android, Windows. - Size: very conveniently small. You can easily wear them lying down in bed. Traveling case is also pretty small (just a tad bigger than old Airpods' case)
- Design: this is very subjective. But I think the Airpods are the best looking earbuds in the market right now. Big reason why I choose them over other headphones. Cons:
- Battery life: they're ok, I wish they last longer. Quote from Apple, battery lasts up to 4 hours 30 minutes of music time. In reality it lasts a bit more than 4 hours. But sometimes I wear them continuously way longer than that. Very sad.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Apple,AirPods Pro,"Amazon              ","en-US     ",5,1,2019-11-05,My favorite new Apple Product. Great bang for your buck!,"If you can believe it, there was a time in our history when people were skeptical of Apple’s AirPods, myself included. We poked fun at the wireless buds protruding from early adopters’ skulls, their ears housing white plastic hoping to be reunited with the rest of their 3.5mm headphone cable. Shortly after we saw knockoff after knockoff and countless attempts by other companies to match the quality Apple provided. Some came close, but nothing matched the superior engineering and design that Apple puts into their products. The airpods pro offer wireless Qi charging so I think it’s fair to compare their price point to the previous version 2 airpods ($199). For $50 more you get a lot more bang for your buck. Perhaps the most desired addition is the new Active Noise Cancellation (ANC), which uses both outer and inner microphones to deaden sound around you. It works beautifully, and makes you realize how damn loud the world is on a regular basis. They are also IPX4 sweat resistant, which gives you piece of mind when working out or wearing them in a light rain. The in-ear design of the AirPods Pro means you’ll get much better sound quality compared to normal AirPods. Bass is deeper, voices are clearer, and there’s less of a tinny quality when you crank it up. Apple’s even got a fix for the “noise isolation” issue that affects in-ear headphones, which prevents you from hearing the world around you while listening to music with a snugly fit pair of earphones. Dubbed “Transparency mode,” the AirPods Pro use its ANC software and a pressure-equalizing vent to mix environmental noise with your audio. When it comes to Transparency mode, the AirPods Pro blow all of their competition out of the water. Where headphones attempting the same trick would give volume to silence or magnify sounds — making a running faucet sound like a hyper-localized downpour, for instance — the AirPods Pro makes everything sound, well, just as it should. Silence is (nearly) silent and conversations feel normal, without suffering from any delay or echo. While wearing them, I don’t feel the need to raise my voice a few annoying decibels in order to hear myself speak. One of the coolest new features is Audio Sharing, which lets you pipe audio from your iOS device to two different AirPods at once, essentially reviving the art of headphone-splitting, albeit in a less romantic manner. Bring the two AirPods close to the same iPhone, open their cases, and tap to pair and share. Instead of tapping your AirPods to pause a song or take a phone call, you’ll pinch the AirPods Pro on their protruding stem. This is powered by what the company is calling it a Force Sensor, essentially a pressure-sensitive button on the stem of each earbud. Holding either stem cycles through noise canceling options, and a trip to your iPhone’s Bluetooth settings lets you customize different tapping actions. Average listening time is about on par with regular AirPods, topping out at about five hours before you’ll need to charge. With the case, you can expect a full 24 hours of use. You can turn both Transparency mode and ANC off to get an extra 30 minutes of battery life. Of course, each upgrade of Apple’s AirPods has only gotten pricier, and the AirPods Pro are no different. At $249, they’re just as costly as noise-canceling earbuds from Bose or Sony. It’s also yet another “Pro” device from Apple lacking a USB-C port, opting instead to use the Apple-exclusive Lightning connector like the AirPods before it. But the AirPods Pro offer so much bang for your buck it’s hard to fault the wireless earbuds for much at all.",https://www.amazon.com/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
