Manufacturer,ProductName,review_site,language_country,review_rating,verified_purchase,review_date,review_title,review_text,product_url
Jabra,Elite 75t,"Amazon              ","en-US     ",3,0,2019-12-16,"Good, but the Alexa implementation is poor","The sound is good, though I did need to use the larger ear flange (included). I can usually use the medium one, so if yours don't seem like a tight fit, try the bigger ones. Setup was easy and it installed a new firmware before turning over control. The disappointing part is the Alexa implementation. I tried and tried to make it work because I subscribe to Amazon music, so I wanted to play tracks using Alexa. Sometimes I got Siri, the default assistant on my iPhone even though the setting in the app was for Alexa. Twice I got Alexa, but it only worked for a single command, then was unresponsive after that. Most of the time I double-clicked the right earbud to summon the assistant and got a quiet beep followed by unresponsive silence. So, good sound, small size and fit, but if you are trying to make Alexa work with these, I'd look elsewhere.",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",3,1,2020-01-17,Unfinished product with lots of bugs and issues.,"I would like to start off saying that I have tried multiple earbuds and I was really looking forward for an airpod pro alternative that wouldn’t break my bank as much . I currently own the Bose Soundsport truly wireless earbuds (released in 2017) , the Jabra Elite 65t Active (released 2018) and the Powerbeats Pro (released 2019) . The jabra 65t active was having call quality issues and my right earbud kept on moving off to the point they were going to fall of my ear so I have decided to give the 75t a try . The size of these earbuds are a huge improvement to the 65t and the case and battery life is also another great improvement. Now for the sound quality. They do sound a lot louder than the 65t but the bass is too overwhelming to the point that even if you lower the bass to the lowest level on the EQ, the bass is too overpowering to the point is not enjoyable or clean like my Bose Soundsport of the Powerbeats Pro. If I were to rank or refer someone to buy the best overall sound earbud , I would recommend them the Bose Soundsport , followed by the Powerbeats pro and then perphaps the 75t. Ear fatigue on these earbuds is eminent . I wore them a for a little over an hour and my ear canal was already hurting . I have also noticed the 75t only works with the right earbud as the master and the left earbud as the slave. The Powerbeats pro can work independently. I haven’t tried the call quality on the 75t but it is because of all the flaws it has , have forced me to put them down and continue using my older earbuds. I just wished they would have done a better job with the sound quality. Maybe a firmware update will fix this issue but for the time being , I wouldn’t recommend them . I would rather tell people to buy the 65t active that is going refurbished for less than $80 or to get themselves a refurbished powerbeats pro which offers a well balance sound , a comfortable experience , long battery life and great connection with your ios device.",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",2,1,2020-01-07,Sound Quality,The Headphones Sound quality is not that great as I have an additional sound when am listening to music or videos.,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,1,2020-02-07,These are Awesome!,I’ve always been skeptical with wireless ear buds for the simple fact I never liked ear buds in the first place I always preferred over the head type but figured I’d give it a shot watched all sorts of reviews and this one caught my attention glad to say this was a great purchase I love them great sound the noise cancellation is great all around great product and very comfortable,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",3,1,2020-04-30,Good enough if it cost $130?,"What can I say? I bought them for riding my bike as they are really good in reducing the wind noise but other than that - lots of work to be done to charge a premium price for them. The sound quality is ok, the left earpiece kept on disconnecting, the app wouldn’t recognize when they were connected to the phone. Aaah...I was expecting a lot less issues for earbuds that cost $200 and stick with my Bose ones. Lol what a joke",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",2,1,2020-01-15,Do not buy,Connection issues constantly have contact support which is very poor I've reset buds no change it says connected but no audio phone calls work ok so I'm sending them back for refund will pick out different brand my patience have run out it's time to move on,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",1,1,2020-03-17,Spotty Bluetooth connection.,Spotty Bluetooth connection.,https://www.amazon.com/product-reviews/B082Y256ZV/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,0,2019-12-16,Got this for a Christmas present - perfect Airpod alternative,"I'm not much of an in-ear headphones person but basically everyone else in my family is. I picked these up for my sister in law and she was hyped. Jabra was one of the originals with the Bluetooth headphones from back in the day. But in addition to being portable, they're comfortable, have great battery life and provide quality sound when listening to music.",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,1,2020-02-11,Sounds Great,I would definitely buy these again.. These sound pretty sweet.,https://www.amazon.com/product-reviews/B082Y256ZV/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",2,1,2019-12-12,Issue with left ear bud... See how new ones work.,12/12/19 - Just got my earbuds yesterday and was excited to use it but having issues with the left ear bud. Keeps dropping and connecting. Tried with another phone and computer and same issue even after firmware update. Reset a couple of times and still no change. Submitted exchange order with Amazon and will wait to see how the new set goes. Crossing my fingers.,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,1,2020-01-08,Jabra these are a home run y'all,These earbuds deserve some recognition within the truly wireless earbuds industry. First of all the sound is a joy to tweak with the downloaded and very customizable app. There is no lag when using my iPhone and the hear through option with its ability to be turned up or down made it worth the money I paid for these. One other feature I would like to point out and give a big round of applause to jabra for is the sleep and ambient selection within the app. Not only can you fall asleep listening to music and have your earphones set to power down after your selected time choice but you can also get some shut eye while listening to a selection of rolling waves and thunderstorms sounds just to name a few. Great Leap Forward on these jabra you hit a home run on the elite 75t. I will however be returning the elite 75t and turning around and getting the active elite 75t since I live a more active life. I would recommend the elite 75t or the active elite 75t to anyone who wants a great pair of truly wireless earbuds that are everything the manufacturer claims and more. Catch you on the flipside y’all. Brent,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",3,1,2020-01-19,"great sound, but it always falls out of my ear.","I like its noise cancelling feature. but it just kept falling out of my ears. I had it with me one day I went on Jogging, it fell out as I passed by a road, it got ran over by a car and now it's broken. It was the right earpiece, so now the whole product is useless. :(",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",1,0,2020-02-10,from 90% charge to 62% charge in 25 minutes. not good - firmware was updated,Not holding charge. Bad Charging. Inaccurate charge level. Had in 100% charge case overnight still 10%.,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",2,1,2020-03-28,"Often Cuts Out, Can't Listen With One Year",These headphones have a weird feature where if it detects you take on earbud out it automatically stops playing audio. You can not turn this ability off and greatly reduces the practicality of these earbuds. Also the sound often cuts out repeatedly even if the audio source with the bluetooth connection is a foot away. I've had better earbuds that were half as expensive as these. Stay away from this product.,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,1,2020-03-12,Excellent pair of earbuds,They work great,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,1,2019-12-27,Perfect,"If I had only 1 word to describe these - ""perfect"" would be it. I'm BT headset aficionado - owned or tried at least couple of dozens of high end ones, including offerings from Sony, Bragi Dash, Jabra etc. and these earbuds are the best by far. Smaller and lighter than predecessor elite 65t which I also owned, last 7.5 hours without recharging, pairing is fast, and once paired - connection is literally instant, faster than any BT headset I've tried. It takes me about 2 seconds to remove them from charging case and put into my ears, and I almost always miss ""Connected"" voice notification - thats how fast they connect to the last 2 devices used. Both music and and phone calls are excellent quality, at least on my end of the call. Havent heard any complaints about call quality from people, on the other end of the line. I think Jabra put themselves in trouble with this model - I don't know what they can possibly improve on next year.",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",4,1,2020-02-14,"Great sound quality, best earbuds",I would give it 5 stars if it was wireless charging. That's my only complain.,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,1,2020-03-08,Best of the best,I did my due diligence before buying these headphones and several websites listed them as the best of the best. They were not wrong. I absolutely love these headphones. I make a lot of calls at work and the call quality is great. I use them at the gym and they are loud enough that I can focus on my workout. I wear them between 4-8 a day and I have zero ear fatigue. I recommend these headphones for everyone!! !,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",1,1,2019-12-12,Left earbud problems,Unfortunately the left earbud is continuously disconnecting and crackling at low volume. This is a bad batch based on the other reviews - Amazon please return to jabra and don’t send me another from the same case.,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,1,2020-03-03,Just perfect,Insane audio quality. All the features you in a earbuds in one.,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",1,0,2020-01-18,"Left earbud troubles, like so many others","I love, love the 65t's. They're my daily headphones, and I use them for hours each day. When the 75t's came out I figured I'd upgrade. The case is smaller in the pocket, the battery lasts longer, and so on. Everything I love about my current pair, but better. Alas, the first pair arrived with the left earbud inoperable. It just never turned on. Nothing helped, not charging, not a firmware update, nothing. I called customer service, who were responsive and helpful and immediately sent another pair by UPS. The delivery guy picked up the old ones. But the second pair, too, had trouble with the left earbud. It dropped the connection constantly, once or twice a minute, too often to be tolerable. I went on Jabra's Facebook page, got some very helpful advice to try a few different things. Tried them all, didn't help. I called customer service again, and again they were helpful and cheerful, and a delivery man was at my house the next day picking up the pair. I didn't ask for a replacement, but took the refund. My takeaway: Jabra is a great company. The 65t's were in a class of their own. The service was excellent at every turn. But something in the quality control of the 75t's went awry. I'm going to sit out this upgrade. When the 85t's come out, I might risk it again. I hope Jabra doesn't disappoint.",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",3,0,2020-01-06,not really working,the earbuds give me a hard time to pair with my phone even using the app. so far only one earbud pairs at all when it does connect. charging it also was problematic only one bud and the case charged even though they were both in the case. pressing the buttons on them doesnt want to work either. ive tried following the directions from the help page for manual connection and i just cant get it to work. so far ive charged and updated them but cant really use since they take forever to try and connect to the phone,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,1,2020-03-20,I picked the right one!,"Intuitive, great battery life, clear calls! I bought these primarily for making/receiving calls for work. I’m hoping that the firmware gets updated soon so I can wear the earbuds alternately, independent of each other. Other than that, these earbuds are overall an excellent choice!",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",2,1,2020-01-05,Disappointed,Very disappointed in this product - drips calls.hard to make calls- not worth the Money.,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,1,2020-04-30,Great Sound Quality,"Pricey but these are the best ones I've owned...deep bass, mids and highs are great. only issue I have is random disconnections
overall great purchase",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,1,2020-03-26,Excellent Fit,Amazing,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",2,1,2020-04-22,Great Sound But,The treble is not ear piercing like other units and the Bass Rocks. But It's really a pain in the arse to get these to pair. They paired fine for the first couple of weeks but now they won't pair at all to my iPhone 6s Plus or PC. At first the left earbud was giving me difficulty and now the right.,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",1,1,2020-03-31,Failing to charge!,Great sound however it will not charge when placed in the charging case. Even though the case shows 100%. I would not recommend this product. Save your money and purchase other brand.,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",1,0,2020-04-02,Poor performance,Expensive The sound is not great. They fall out of my ears frequently. Loss on connection keeps happening Very disappointing. Wish I bought something else,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",3,1,2020-02-17,Eh,Honestly I wish I could give a better review I loved these headphones but after using for 2 months they don't charge at all unless I plug them in which defeats the charging case. They don't last 7hours I'm lucky to get 5 sadly another failed product that should have been amazing better qaulity both in the material and software for less money elsewhere,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",4,1,2020-02-05,Works as advertised but some BT dropouts,"I like the sound quality for music. The fit is comfortable and the features perform as advertised. However, there are sound drop outs in busy areas which is unpleasant. Also, sometimes the recovery after a drop out reduces the volume significantly and requires a reconnection to get control of the volume level back. It geels like a bug. Also, you can't connect the buds to a device without installing the Jabra app. Overall pretty good.",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,0,2020-01-23,Indestructible,"I revived these earbuds Christmas of 2019. I’ve used them most of the time and I can’t complain one bit. The charge is long lasting. Connects almost immediately after putting them in my ear. One thing I’m shocked about is the durability. I accidentally left the EarPods in my pocket. One EarPod in each pocket. And I did laundry. They came out and I though that I just ruined these earbuds. A few hours later after charging them, they work perfectly fine. I never thought they would work after washing them and drying them. Truly impressed. Highly recommend",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",4,0,2019-12-02,"These are great earbuds that could have been the total package, but miss the mark for me.","For TLDR readers here are some quick scores out of the box
Sound 5 stars
Fit 4 stars
Battery 5 stars
App 5 stars
Features 4 stars
CAN'T LISTEN TO THE LEFT EARBUD WITHOUT THE RIGHT. Detailed review
I got these at the spur of the moment the other day while at best buy, I had heard Jabras had a really good sound quality and figured at the very least I will have a good set of back up buds if my Galaxybuds are out of juice or I forget them somewhere. After a very long update, I got right in to listening to music and was instantly impressed with how full the sound was, I compared these to my Samsung Galaxy buds and these made them sound flat by comparison, but noticed pretty quickly that they kind of hurt my ears. don't get me wrong, the shape is great and can be worn for hours with no issues, but the ear tips that come with them have a blunt tip to them leaving an almost squarish tip that really bothered my ear especially when removing them. I switched the tips with some with a more rounded tip and they are so much more comfortable, I cant hardly feel them in my ear at all. The App is great for these earbuds and the EQ setting makes a would of difference in the sound quality, unlike some cheaper earbuds. I would like it if there was a way to share EQ profiles like with the Jay Birds that my brother has, I'm not the best in the world at turning an EQ so it would be nice to see how others have theirs set. The audio passthrough is a nice feature and works just as well as the Samsung galaxy does, but with 1 big difference, you can use the passthrough with just 1 earbud in which is a nice touch. If you are afraid of losing an earbud these are perfect for you. These hare a GPS feature that shows the last location that they were connected, but they also have a find by sound mode that will save so much time if you lose them outside like brother and his jaybirds, that was a nightmare. My one real complaint is that if you want to listen to 1 earbud it has to the right earbud, its this reason these will not be my main set of earbuds. It is so annoying laying in bed with my girlfriend to my right and not be able to hear her if I'm listening to something when I wanted to be considerate and not make her listen to my video or music, but because of that I get chewed out for not listening to her just because my earbuds don't have what should be a basic feature, so I will be sticking with my Galaxy buds even though they don't sound as good. I really wanted to give these 3 stars just for this, but that would not be fair to how well these perform. Honestly Jabra, how can you not listen to the left earbud without the right this late in the game? My girlfriend has a 15 dollar air pod knock offs that can do it, and here I am with earbuds that run close to $200 feeling like a joke.",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,1,2020-02-21,Easily a top pick,"Sound AMAZING. Lots of bass, they actually caught me off guard when I initially tested these cause I wasn't expecting such a boom from a tiny wireless earbud. Great battery life, intuitive app as well.",https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",5,0,2019-12-18,Great improvements,A lot of people are comparing these to the previous model (65t) and based on my research these have corrected a lot of the problems that were seen with that model. The case is easy to open and easy to charge with magnetic fittings so you really know when the eat buds are seated. The sound quality is pretty impressive compared to my AirPods and the battery seems to last just as long. I can use them all day at work no problem (with breaks for lunch and such). The low end sounds are strong and clear. Overall a great set of earbuds!,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
Jabra,Elite 75t,"Amazon              ","en-US     ",4,1,2020-02-01,Great for what it is,The magnetic retention in the charging case is a great improvement. The buttons on the ear pieces are easy to hit unintentionally.,https://www.amazon.com/product-reviews/B07X9VG6ZJ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&formatType=current_format&language=en_US
